SampleID	LONGITUDE	LATITUDE	COUNTRY	Soil_Order	Order_Name
Hopland.20C.Wood.TP1.01.590995	-123.07	38.99	GAZ:United States of America	9	Mollisols
KA2F.A.11.674625	-88.230357	41.841116	GAZ:United States of America	9	Mollisols
WF.4.0.660539	-155.726841	20.109386	GAZ:United States of America	4	Andisols
KA2F.A.15.674271	-88.230357	41.841116	GAZ:United States of America	9	Mollisols
UPSub.61.62.646934	-71.37761	42.06	GAZ:United States of America	10	Alfisols
UPSub.104.105.646681	-71.37761	42.06	GAZ:United States of America	10	Alfisols
TVF.Control.Loc5.D10.Rep2.414437	-145.8	64.33	GAZ:United States of America	11	Inceptisols
KA2U.B.09.674483	-88.230357	41.841114	GAZ:United States of America	9	Mollisols
TVF.Control.Loc4.D10.Rep2.414380	-145.8	64.33	GAZ:United States of America	11	Inceptisols
UPMain.112.113.646872	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KH51.488291	-97.3895	31.0783	GAZ:United States of America	6	Vertisols
UPMain.10.11A.646706	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA3U.C.09.674405	-88.230357	41.840715	GAZ:United States of America	9	Mollisols
KA2U.D.09.674704	-88.230357	41.841123	GAZ:United States of America	9	Mollisols
UPMain.72.73.646861	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA2U.B.12.674302	-88.230357	41.841114	GAZ:United States of America	9	Mollisols
KA3F.C.20.674667	-88.230357	41.840718	GAZ:United States of America	9	Mollisols
KA2F.C.25.674377	-88.230357	41.841118	GAZ:United States of America	9	Mollisols
KA3U.E.06.674256	-88.230357	41.840717	GAZ:United States of America	9	Mollisols
FL.3.13a.414620	-81.991574	29.690353	GAZ:United States of America	8	Ultisols
Biofilm.C.DC.2.W.2012.733892	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
KA3F.C.02.674397	-88.230357	41.840718	GAZ:United States of America	9	Mollisols
KA2U.C.11.674563	-88.230357	41.841121	GAZ:United States of America	9	Mollisols
TVF.2010.Loc1.D10.Rep4.414485	-145.69	64.33	GAZ:United States of America	0	Sand,Rock,Ice
TVF.2004.Loc3.D0.Rep4.414447	-145.64	64.35	GAZ:United States of America	11	Inceptisols
H.1.0.660542	-155.782721	20.108034	GAZ:United States of America	4	Andisols
KA1F.C.03.674079	-88.230357	41.841514	GAZ:United States of America	9	Mollisols
KA3U.A.17.674220	-88.230357	41.840733	GAZ:United States of America	9	Mollisols
UT.15.42.414610	-112.454774	40.176528	GAZ:United States of America	12	Entisols
KA2F.C.13.674424	-88.230357	41.841118	GAZ:United States of America	9	Mollisols
UPMain.118.119.646950	-71.37761	42.06	GAZ:United States of America	10	Alfisols
TVF.2004.Loc2.D0.Rep2.414384	-145.64	64.35	GAZ:United States of America	11	Inceptisols
KA2U.E.13.674662	-88.230357	41.841126	GAZ:United States of America	9	Mollisols
KA3U.C.11.674507	-88.230357	41.840715	GAZ:United States of America	9	Mollisols
KA1F.D.03.674023	-88.230357	41.841521	GAZ:United States of America	9	Mollisols
PP.61.62A.646652	-71.3412	42.30844	GAZ:United States of America	10	Alfisols
M.3.30.660502	-155.764218	20.123285	GAZ:United States of America	4	Andisols
Os.high.16to0.2.647011	-156.590217	71.25625	GAZ:United States of America	1	Gelisols
KA3U.E.08.674125	-88.230357	41.840717	GAZ:United States of America	9	Mollisols
KA3U.A.07.674088	-88.230357	41.840733	GAZ:United States of America	9	Mollisols
KA1F.D.10.674555	-88.230357	41.841521	GAZ:United States of America	9	Mollisols
UPMain.76.77.646723	-71.37761	42.06	GAZ:United States of America	10	Alfisols
UPMain.109.110B.646690	-71.37761	42.06	GAZ:United States of America	10	Alfisols
WF.5.15.660604	-155.726841	20.109386	GAZ:United States of America	4	Andisols
KA3F.B.02.674699	-88.230357	41.840725	GAZ:United States of America	9	Mollisols
Soil.BE.PolygonA.Shallow.Center.7.8.2012.733896	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
G.4.0.660565	-155.786954	20.104717	GAZ:United States of America	4	Andisols
KA1U.D.22.674041	-88.230357	41.841527	GAZ:United States of America	9	Mollisols
A2.low.16to0.2.646999	-156.51275	71.215467	GAZ:United States of America	1	Gelisols
KA3U.A.25.674384	-88.230357	41.840733	GAZ:United States of America	9	Mollisols
UPMain.11.12B.646790	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA2F.C.05.674087	-88.230357	41.841118	GAZ:United States of America	9	Mollisols
UPMain.15.16A.646638	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA3F.C.21.674502	-88.230357	41.840718	GAZ:United States of America	9	Mollisols
DP.11.12A.2.646889	-72.7	42.17566	GAZ:United States of America	10	Alfisols
UPMain.90.91.646953	-71.37761	42.06	GAZ:United States of America	10	Alfisols
TVF.Control.Loc2.D0.Rep4.414513	-145.8	64.33	GAZ:United States of America	11	Inceptisols
TVF.Control.Loc2.D10.Rep2.414376	-145.8	64.33	GAZ:United States of America	11	Inceptisols
TVF.2010.Loc3.D0.Rep2.414438	-145.69	64.33	GAZ:United States of America	0	Sand,Rock,Ice
KH43.488315	-97.3895	31.0783	GAZ:United States of America	6	Vertisols
KA3F.D.24.674353	-88.230357	41.84073	GAZ:United States of America	9	Mollisols
Biofilm.C.E2.1.C.2012.733902	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
KA1F.A.05.674322	-88.230357	41.841521	GAZ:United States of America	9	Mollisols
KA2U.D.07.674632	-88.230357	41.841123	GAZ:United States of America	9	Mollisols
KA3F.C.07.674013	-88.230357	41.840718	GAZ:United States of America	9	Mollisols
KA3F.A.18.674280	-88.230357	41.840732	GAZ:United States of America	9	Mollisols
Soil.O42.Deep.2011.733935	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
G.3.0.660547	-155.786954	20.104717	GAZ:United States of America	4	Andisols
UPMain.18.19B.646757	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA1F.E.13.674300	-88.230357	41.841518	GAZ:United States of America	9	Mollisols
H.4.0.660601	-155.782721	20.108034	GAZ:United States of America	4	Andisols
TVF.2004.Loc3.D10.Rep5.414441	-145.64	64.35	GAZ:United States of America	11	Inceptisols
KA1U.E.15.674608	-88.230357	41.84151	GAZ:United States of America	9	Mollisols
UPMain.30.31B.646718	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA3F.B.01.674352	-88.230357	41.840725	GAZ:United States of America	9	Mollisols
UPSub.99.100.646683	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA2U.A.25.674077	-88.230357	41.841111	GAZ:United States of America	9	Mollisols
TVF.2004.Loc3.D10.Rep3.414433	-145.64	64.35	GAZ:United States of America	11	Inceptisols
TVF.2010.Loc2.D10.Rep1.414464	-145.69	64.33	GAZ:United States of America	0	Sand,Rock,Ice
KA3F.B.04.674668	-88.230357	41.840725	GAZ:United States of America	9	Mollisols
Soil.BE.PolygonB.Medium.Rim.7.8.2012.733894	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
TVF.Control.Loc2.D10.Rep5.414392	-145.8	64.33	GAZ:United States of America	11	Inceptisols
Biofilm.C.DC.1.C.2012.733879	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
Biofilm.A.E2.1.C.2012.733874	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
WF.5.ORG.660513	-155.726841	20.109386	GAZ:United States of America	4	Andisols
MW.2.15.660593	-155.772085	20.122801	GAZ:United States of America	4	Andisols
KA3U.E.10.674066	-88.230357	41.840717	GAZ:United States of America	9	Mollisols
KA3U.B.05.674035	-88.230357	41.840719	GAZ:United States of America	9	Mollisols
Hopland.20C.Wood.TP1.04.591006	-123.07	38.99	GAZ:United States of America	9	Mollisols
TVF.2010.Loc3.D10.Rep2.414424	-145.69	64.33	GAZ:United States of America	0	Sand,Rock,Ice
DP.80.81A.1.646927	-72.7	42.17566	GAZ:United States of America	10	Alfisols
G.3.15.660585	-155.786954	20.104717	GAZ:United States of America	4	Andisols
KA2U.C.24.674057	-88.230357	41.841121	GAZ:United States of America	9	Mollisols
KA3F.B.16.674007	-88.230357	41.840725	GAZ:United States of America	9	Mollisols
KA1U.A.19.674104	-88.230357	41.841522	GAZ:United States of America	9	Mollisols
KA1F.D.15.674340	-88.230357	41.841521	GAZ:United States of America	9	Mollisols
CL3.1.378507	-80.76578	33.673864	GAZ:United States of America	8	Ultisols
UPMain.136.137.646766	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA3U.D.13.674449	-88.230357	41.840726	GAZ:United States of America	9	Mollisols
KA2U.C.23.674524	-88.230357	41.841121	GAZ:United States of America	9	Mollisols
UPSub.53.54.646963	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA1U.B.06.674486	-88.230357	41.841519	GAZ:United States of America	9	Mollisols
UPMain.133.134.646738	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA2U.D.22.674338	-88.230357	41.841123	GAZ:United States of America	9	Mollisols
KA2U.C.09.674223	-88.230357	41.841121	GAZ:United States of America	9	Mollisols
KA3F.B.17.674120	-88.230357	41.840725	GAZ:United States of America	9	Mollisols
KA3U.D.11.674428	-88.230357	41.840726	GAZ:United States of America	9	Mollisols
O3.high0.36to0.40.647015	-156.538967	71.253317	GAZ:United States of America	1	Gelisols
KA3F.B.12.674511	-88.230357	41.840725	GAZ:United States of America	9	Mollisols
KA3F.B.23.674430	-88.230357	41.840725	GAZ:United States of America	9	Mollisols
KA2U.B.07.674516	-88.230357	41.841114	GAZ:United States of America	9	Mollisols
KA3U.D.05.674677	-88.230357	41.840726	GAZ:United States of America	9	Mollisols
KA2F.B.25.674285	-88.230357	41.841124	GAZ:United States of America	9	Mollisols
TVF.Control.Loc2.D0.Rep5.414509	-145.8	64.33	GAZ:United States of America	11	Inceptisols
KA1U.C.03.674493	-88.230357	41.841526	GAZ:United States of America	9	Mollisols
KA1U.B.14.674124	-88.230357	41.841519	GAZ:United States of America	9	Mollisols
TVF.2010.Loc3.D10.Rep4.414475	-145.69	64.33	GAZ:United States of America	0	Sand,Rock,Ice
Soil.BE.PolygonA.Medium.Center.7.8.2012.733851	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
CC1.5.378505	-94.598347	46.74528	GAZ:United States of America	12	Entisols
KA1F.C.07.674481	-88.230357	41.841514	GAZ:United States of America	9	Mollisols
KA1U.E.04.674615	-88.230357	41.84151	GAZ:United States of America	9	Mollisols
KA1U.B.02.674314	-88.230357	41.841519	GAZ:United States of America	9	Mollisols
Hopland.14C.BC.TP1.03.590990	-123.07	38.99	GAZ:United States of America	9	Mollisols
KA1U.C.10.674348	-88.230357	41.841526	GAZ:United States of America	9	Mollisols
UPMain.120.121.646873	-71.37761	42.06	GAZ:United States of America	10	Alfisols
TVF.2010.Loc1.D0.Rep3.414478	-145.69	64.33	GAZ:United States of America	0	Sand,Rock,Ice
KA1F.C.16.674093	-88.230357	41.841514	GAZ:United States of America	9	Mollisols
KH3.488305	-97.3895	31.0783	GAZ:United States of America	6	Vertisols
TVF.2004.Loc1.D10.Rep2.414382	-145.64	64.35	GAZ:United States of America	11	Inceptisols
KA3F.A.12.674188	-88.230357	41.840732	GAZ:United States of America	9	Mollisols
UPSub.101.102.646851	-71.37761	42.06	GAZ:United States of America	10	Alfisols
UPMain.114.115.646633	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA2F.A.13.674028	-88.230357	41.841116	GAZ:United States of America	9	Mollisols
KA2U.A.06.674371	-88.230357	41.841111	GAZ:United States of America	9	Mollisols
KA3U.E.11.674289	-88.230357	41.840717	GAZ:United States of America	9	Mollisols
P.C.0.2.414751	-157.75	64.49	GAZ:United States of America	11	Inceptisols
KA1U.E.21.674182	-88.230357	41.84151	GAZ:United States of America	9	Mollisols
As.low.16to0.2.647014	-156.587	71.248	GAZ:United States of America	1	Gelisols
UPMain.87.88.646749	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA3U.A.11.674570	-88.230357	41.840733	GAZ:United States of America	9	Mollisols
KA1F.E.09.674081	-88.230357	41.841518	GAZ:United States of America	9	Mollisols
Hopland.14C.Wood.TP1.01.591001	-123.07	38.99	GAZ:United States of America	9	Mollisols
UPSub.56.57.646708	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA2U.E.05.674551	-88.230357	41.841126	GAZ:United States of America	9	Mollisols
UPMain.124.125A.646924	-71.37761	42.06	GAZ:United States of America	10	Alfisols
MW.4.15.660574	-155.772085	20.122801	GAZ:United States of America	4	Andisols
TVF.2004.Loc5.D10.Rep5.414383	-145.64	64.35	GAZ:United States of America	11	Inceptisols
TVF.2004.Loc4.D0.Rep4.414391	-145.64	64.35	GAZ:United States of America	11	Inceptisols
WF.3.0.660566	-155.726841	20.109386	GAZ:United States of America	4	Andisols
UPSub.84.85.646791	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA3F.D.04.674267	-88.230357	41.84073	GAZ:United States of America	9	Mollisols
PP.71.72A.646841	-71.3412	42.30844	GAZ:United States of America	10	Alfisols
KA1F.A.12.674025	-88.230357	41.841521	GAZ:United States of America	9	Mollisols
Soil.Ael.Medium.2011.733927	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
SKM5.640177	-117.241111	33.193611	GAZ:United States of America	10	Alfisols
KA2U.B.15.674156	-88.230357	41.841114	GAZ:United States of America	9	Mollisols
TVF.2010.Loc3.D10.Rep5.414466	-145.69	64.33	GAZ:United States of America	0	Sand,Rock,Ice
DP.51.52A.2.646928	-72.7	42.17566	GAZ:United States of America	10	Alfisols
KA1U.E.12.674039	-88.230357	41.84151	GAZ:United States of America	9	Mollisols
KA2U.E.03.674198	-88.230357	41.841126	GAZ:United States of America	9	Mollisols
KA1F.A.22.674648	-88.230357	41.841521	GAZ:United States of America	9	Mollisols
I.2.0.660586	-155.776113	20.109438	GAZ:United States of America	4	Andisols
KA2F.C.14.674268	-88.230357	41.841118	GAZ:United States of America	9	Mollisols
UPMain.132.133.646922	-71.37761	42.06	GAZ:United States of America	10	Alfisols
UPMain.1.2.646972	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KH47.488324	-97.3895	31.0783	GAZ:United States of America	6	Vertisols
KA3U.D.14.674583	-88.230357	41.840726	GAZ:United States of America	9	Mollisols
DP.41.42B.646837	-72.7	42.17566	GAZ:United States of America	10	Alfisols
UPSub.8.9.646959	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA3F.C.19.674492	-88.230357	41.840718	GAZ:United States of America	9	Mollisols
KH63.488311	-97.3895	31.0783	GAZ:United States of America	6	Vertisols
KA3U.A.20.674627	-88.230357	41.840733	GAZ:United States of America	9	Mollisols
HI.20.18a.414615	-155.288805	19.931247	GAZ:United States of America	4	Andisols
KA2U.C.05.674034	-88.230357	41.841121	GAZ:United States of America	9	Mollisols
KA3U.C.15.674058	-88.230357	41.840715	GAZ:United States of America	9	Mollisols
UPSub.43.44.646630	-71.37761	42.06	GAZ:United States of America	10	Alfisols
UPSub.58.59.646915	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA1F.A.23.674319	-88.230357	41.841521	GAZ:United States of America	9	Mollisols
KA1F.C.08.674242	-88.230357	41.841514	GAZ:United States of America	9	Mollisols
UPSub.109.110.646788	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA1U.C.05.674388	-88.230357	41.841526	GAZ:United States of America	9	Mollisols
KA3U.D.23.674576	-88.230357	41.840726	GAZ:United States of America	9	Mollisols
E.2.30.660560	-155.805003	20.098048	GAZ:United States of America	4	Andisols
Soil.BE.PolygonA.Medium.Rim.7.15.2012.733861	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
KA3U.E.25.674029	-88.230357	41.840717	GAZ:United States of America	9	Mollisols
CL3.7.378524	-80.76578	33.673864	GAZ:United States of America	8	Ultisols
UPMain.94.95.646856	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA1U.E.13.674129	-88.230357	41.84151	GAZ:United States of America	9	Mollisols
KA1U.E.02.674706	-88.230357	41.84151	GAZ:United States of America	9	Mollisols
UPSub.111.112.646679	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA2U.A.01.674470	-88.230357	41.841111	GAZ:United States of America	9	Mollisols
PP.31.32A.646625	-71.3412	42.30844	GAZ:United States of America	10	Alfisols
MF.1.0.660533	-155.763516	20.125797	GAZ:United States of America	4	Andisols
TVF.2010.Loc5.D10.Rep4.414435	-145.69	64.33	GAZ:United States of America	0	Sand,Rock,Ice
KA3U.D.25.674114	-88.230357	41.840726	GAZ:United States of America	9	Mollisols
KA2U.D.16.674166	-88.230357	41.841123	GAZ:United States of America	9	Mollisols
KA1U.A.13.674462	-88.230357	41.841522	GAZ:United States of America	9	Mollisols
J.2.30.660488	-155.769747	20.108446	GAZ:United States of America	4	Andisols
UPMain.32.33A.646838	-71.37761	42.06	GAZ:United States of America	10	Alfisols
O3.low0.26to0.30.646997	-156.539317	71.253433	GAZ:United States of America	1	Gelisols
F.4.30.660481	-155.792785	20.099442	GAZ:United States of America	4	Andisols
PP.2.3B.646938	-71.3412	42.30844	GAZ:United States of America	10	Alfisols
UPMain.111.112.646712	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA1F.E.15.674557	-88.230357	41.841518	GAZ:United States of America	9	Mollisols
KA2F.A.03.674031	-88.230357	41.841116	GAZ:United States of America	9	Mollisols
UPMain.101.102A.646771	-71.37761	42.06	GAZ:United States of America	10	Alfisols
UPMain.83.84.646657	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA2U.B.05.674484	-88.230357	41.841114	GAZ:United States of America	9	Mollisols
MF.2.15.660569	-155.763516	20.125797	GAZ:United States of America	4	Andisols
TVF.Control.Loc1.D10.Rep3.414442	-145.8	64.33	GAZ:United States of America	11	Inceptisols
UPMain.131.132.646905	-71.37761	42.06	GAZ:United States of America	10	Alfisols
UPSub.79.80.646932	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA3F.A.23.674532	-88.230357	41.840732	GAZ:United States of America	9	Mollisols
KH40.488263	-97.3895	31.0783	GAZ:United States of America	6	Vertisols
KA2U.E.21.674345	-88.230357	41.841126	GAZ:United States of America	9	Mollisols
KA2U.E.20.674243	-88.230357	41.841126	GAZ:United States of America	9	Mollisols
KA1F.C.20.674606	-88.230357	41.841514	GAZ:United States of America	9	Mollisols
G.2.15.660521	-155.786954	20.104717	GAZ:United States of America	4	Andisols
KA1U.A.02.674163	-88.230357	41.841522	GAZ:United States of America	9	Mollisols
TVF.Control.Loc2.D0.Rep2.414388	-145.8	64.33	GAZ:United States of America	11	Inceptisols
KA2F.E.25.674554	-88.230357	41.841125	GAZ:United States of America	9	Mollisols
KA1F.D.18.674190	-88.230357	41.841521	GAZ:United States of America	9	Mollisols
KA1U.E.17.674155	-88.230357	41.84151	GAZ:United States of America	9	Mollisols
KA2F.D.24.674634	-88.230357	41.84112	GAZ:United States of America	9	Mollisols
UPSub.36.37.646649	-71.37761	42.06	GAZ:United States of America	10	Alfisols
G.1.0.660518	-155.786954	20.104717	GAZ:United States of America	4	Andisols
KA1U.D.04.674586	-88.230357	41.841527	GAZ:United States of America	9	Mollisols
UPMain.70.71.646691	-71.37761	42.06	GAZ:United States of America	10	Alfisols
DP.91.92B.646697	-72.7	42.17566	GAZ:United States of America	10	Alfisols
I.4.30.660592	-155.776113	20.109438	GAZ:United States of America	4	Andisols
Soil.BE.PolygonC.Shallow.Center.08.11.2012.733933	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
TVF.Control.Loc5.D0.Rep4.414521	-145.8	64.33	GAZ:United States of America	11	Inceptisols
KH11.488288	-97.3895	31.0783	GAZ:United States of America	6	Vertisols
TVF.2010.Loc1.D10.Rep3.414486	-145.69	64.33	GAZ:United States of America	0	Sand,Rock,Ice
UPMain.47.48.646907	-71.37761	42.06	GAZ:United States of America	10	Alfisols
Biofilm.A.DC.1.W.2012.733925	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
KA3U.C.20.674149	-88.230357	41.840715	GAZ:United States of America	9	Mollisols
KA1U.B.16.674671	-88.230357	41.841519	GAZ:United States of America	9	Mollisols
TVF.2010.Loc2.D0.Rep1.414375	-145.69	64.33	GAZ:United States of America	0	Sand,Rock,Ice
UPMain.86.87.646804	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA3U.B.20.674443	-88.230357	41.840719	GAZ:United States of America	9	Mollisols
Soil.BE.PolygonC.Shallow.Rim.7.28.2012.733875	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
KA1U.B.13.674656	-88.230357	41.841519	GAZ:United States of America	9	Mollisols
KA1U.A.15.674394	-88.230357	41.841522	GAZ:United States of America	9	Mollisols
UPMain.9.10.646677	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA3U.D.15.674626	-88.230357	41.840726	GAZ:United States of America	9	Mollisols
KA3F.E.22.674600	-88.230357	41.840733	GAZ:United States of America	9	Mollisols
UPMain.137.138.646676	-71.37761	42.06	GAZ:United States of America	10	Alfisols
SKM7.640188	-117.241111	33.193611	GAZ:United States of America	10	Alfisols
UPMain.8.9.646903	-71.37761	42.06	GAZ:United States of America	10	Alfisols
UPSub.78.79.646896	-71.37761	42.06	GAZ:United States of America	10	Alfisols
Biofilm.C.E1.1.W.2012.733917	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
Biofilm.B.E1.1.C.2012.733886	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
WF.5.0.660497	-155.726841	20.109386	GAZ:United States of America	4	Andisols
KA1F.C.24.674225	-88.230357	41.841514	GAZ:United States of America	9	Mollisols
KA3F.E.09.674131	-88.230357	41.840733	GAZ:United States of America	9	Mollisols
UPMain.128.129B.646680	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA2F.C.10.674404	-88.230357	41.841118	GAZ:United States of America	9	Mollisols
KH5.488270	-97.3895	31.0783	GAZ:United States of America	6	Vertisols
Start.Hopland.14C.T0.02.591002	-123.07	38.99	GAZ:United States of America	9	Mollisols
UPSub.66.67.646933	-71.37761	42.06	GAZ:United States of America	10	Alfisols
UPSub.24.25.646969	-71.37761	42.06	GAZ:United States of America	10	Alfisols
UPMain.58.59.646669	-71.37761	42.06	GAZ:United States of America	10	Alfisols
TVF.Control.Loc4.D0.Rep2.414484	-145.8	64.33	GAZ:United States of America	11	Inceptisols
Soil.BE.PolygonB.Shallow.Rim.08.11.2012.733921	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
J.1.30.660603	-155.769747	20.108446	GAZ:United States of America	4	Andisols
KA1F.C.13.674514	-88.230357	41.841514	GAZ:United States of America	9	Mollisols
Soil.BE.PolygonB.Medium.Center.08.11.2012.733852	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
KA1F.D.25.674112	-88.230357	41.841521	GAZ:United States of America	9	Mollisols
KA3F.D.17.674633	-88.230357	41.84073	GAZ:United States of America	9	Mollisols
KA3F.D.19.674038	-88.230357	41.84073	GAZ:United States of America	9	Mollisols
KA2U.B.24.674103	-88.230357	41.841114	GAZ:United States of America	9	Mollisols
TVF.Control.Loc3.D0.Rep4.414453	-145.8	64.33	GAZ:United States of America	11	Inceptisols
KA2U.B.18.674326	-88.230357	41.841114	GAZ:United States of America	9	Mollisols
UPSub.85.86.646707	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA3F.B.13.674283	-88.230357	41.840725	GAZ:United States of America	9	Mollisols
KA1F.B.11.674266	-88.230357	41.841508	GAZ:United States of America	9	Mollisols
KA3U.A.09.674568	-88.230357	41.840733	GAZ:United States of America	9	Mollisols
Soil.BE.PolygonA.Shallow.Rim.7.28.2012.733929	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
PP.112.113B.646946	-71.3412	42.30844	GAZ:United States of America	10	Alfisols
UT.15.45.414619	-112.452513	40.177349	GAZ:United States of America	12	Entisols
UPMain.34.35B.646869	-71.37761	42.06	GAZ:United States of America	10	Alfisols
SKB5.640181	-117.241111	33.193611	GAZ:United States of America	10	Alfisols
KA2F.D.19.674275	-88.230357	41.84112	GAZ:United States of America	9	Mollisols
KA2F.E.12.674690	-88.230357	41.841125	GAZ:United States of America	9	Mollisols
UPSub.261.262A.646792	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA2F.E.09.674468	-88.230357	41.841125	GAZ:United States of America	9	Mollisols
KA3U.B.12.674594	-88.230357	41.840719	GAZ:United States of America	9	Mollisols
KA1F.E.12.674350	-88.230357	41.841518	GAZ:United States of America	9	Mollisols
KA2F.A.16.674306	-88.230357	41.841116	GAZ:United States of America	9	Mollisols
KA1F.E.16.674019	-88.230357	41.841518	GAZ:United States of America	9	Mollisols
UPMain.105.106A.646925	-71.37761	42.06	GAZ:United States of America	10	Alfisols
UPMain.125.126B.646770	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA3F.B.20.674607	-88.230357	41.840725	GAZ:United States of America	9	Mollisols
Soil.BE.PolygonC.Shallow.Center.7.15.2012.733873	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
KH39.488312	-97.3895	31.0783	GAZ:United States of America	6	Vertisols
SKD4.640185	-117.241111	33.193611	GAZ:United States of America	10	Alfisols
Biofilm.C.DC.1.W.2012.733907	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
PP.61.62B.646849	-71.3412	42.30844	GAZ:United States of America	10	Alfisols
F.3.30.660528	-155.792785	20.099442	GAZ:United States of America	4	Andisols
KA1U.C.01.674324	-88.230357	41.841526	GAZ:United States of America	9	Mollisols
KA2U.C.14.674303	-88.230357	41.841121	GAZ:United States of America	9	Mollisols
KA3F.A.24.674366	-88.230357	41.840732	GAZ:United States of America	9	Mollisols
KA1F.D.24.674687	-88.230357	41.841521	GAZ:United States of America	9	Mollisols
KA2F.E.04.674456	-88.230357	41.841125	GAZ:United States of America	9	Mollisols
UPMain.21.22.646797	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA3U.E.15.674431	-88.230357	41.840717	GAZ:United States of America	9	Mollisols
DP.15.16B.646929	-72.7	42.17566	GAZ:United States of America	10	Alfisols
UPMain.51.52.646717	-71.37761	42.06	GAZ:United States of America	10	Alfisols
HI.20.11a.414613	-155.288722	19.930815	GAZ:United States of America	4	Andisols
UPMain.65.66.646805	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA2F.D.02.674501	-88.230357	41.84112	GAZ:United States of America	9	Mollisols
UPSub.221.222B.646865	-71.37761	42.06	GAZ:United States of America	10	Alfisols
UPMain.108.109A.646909	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA1F.C.19.674059	-88.230357	41.841514	GAZ:United States of America	9	Mollisols
F.2.0.660509	-155.792785	20.099442	GAZ:United States of America	4	Andisols
KA3F.A.10.674425	-88.230357	41.840732	GAZ:United States of America	9	Mollisols
KA1F.E.03.674630	-88.230357	41.841518	GAZ:United States of America	9	Mollisols
KH12.488316	-97.3895	31.0783	GAZ:United States of America	6	Vertisols
KA1U.A.07.674181	-88.230357	41.841522	GAZ:United States of America	9	Mollisols
M.4.15.660589	-155.764218	20.123285	GAZ:United States of America	4	Andisols
KH17.488279	-97.3895	31.0783	GAZ:United States of America	6	Vertisols
Hopland.20C.BC.TP1.01.590971	-123.07	38.99	GAZ:United States of America	9	Mollisols
KH30.488265	-97.3895	31.0783	GAZ:United States of America	6	Vertisols
KA3U.E.13.674381	-88.230357	41.840717	GAZ:United States of America	9	Mollisols
KA2U.C.01.674459	-88.230357	41.841121	GAZ:United States of America	9	Mollisols
O3.high0.26to0.30.647026	-156.538967	71.253317	GAZ:United States of America	1	Gelisols
KA1U.D.24.674003	-88.230357	41.841527	GAZ:United States of America	9	Mollisols
TVF.Control.Loc1.D10.Rep1.414413	-145.8	64.33	GAZ:United States of America	11	Inceptisols
